Catherine Smith,123051,test_password,Chemistry,Painting,https://instagram.com/CatherineSmith,Club 1,Dummy Class ID
Emily Richard,123052,test_password,Design,Gaming,https://instagram.com/EmilyRichard,Club 2,Dummy Class ID
Gabrielle Bell,123053,test_password,poliSci,Reading,https://instagram.com/GabrielleBell,Club 4,Dummy Class ID
Brandon Evans,123054,test_password,Design,Skiing,https://instagram.com/BrandonEvans,Club 3,Dummy Class ID
Eric Fournier,123055,test_password,Design,Skiing,https://instagram.com/EricFournier,Club 3,Dummy Class ID
Ryan Chan,123056,test_password,Chemistry,Coding,https://instagram.com/RyanChan,Club 4,Dummy Class ID
Emily Hall,123057,test_password,Art,Coding,https://instagram.com/EmilyHall,Club 3,Dummy Class ID
Jade Dube,123058,test_password,Design,Reading,https://instagram.com/JadeDube,Club 3,Dummy Class ID
Audrey Hill,123059,test_password,English,Gaming,https://instagram.com/AudreyHill,Club 1,Dummy Class ID
Michael Williams,123060,test_password,Computer Science,Gaming,https://instagram.com/MichaelWilliams,Club 3,Dummy Class ID
Kevin Thompson,123061,test_password,Computer Science,Gaming,https://instagram.com/KevinThompson,Club 4,Dummy Class ID
Taylor Roberts,123062,test_password,Engineering,Reading,https://instagram.com/TaylorRoberts,Club 1,Dummy Class ID
Charles Murray,123063,test_password,Biology,Coding,https://instagram.com/CharlesMurray,Club 4,Dummy Class ID
Emily Brown,123064,test_password,Computer Science,Writing,https://instagram.com/EmilyBrown,Club 4,Dummy Class ID
Eric Watson,123065,test_password,Art,Skiing,https://instagram.com/EricWatson,Club 3,Dummy Class ID
Maude Evans,123066,test_password,Engineering,Gaming,https://instagram.com/MaudeEvans,Club 3,Dummy Class ID
Ethan Cook,123067,test_password,Math,Drawing,https://instagram.com/EthanCook,Club 3,Dummy Class ID
Kevin Johnson,123068,test_password,English,Reading,https://instagram.com/KevinJohnson,Club 2,Dummy Class ID
Laurence Gagnon,123069,test_password,poliSci,Reading,https://instagram.com/LaurenceGagnon,Club 3,Dummy Class ID
Rachel Walsh,123070,test_password,Computer Science,Drawing,https://instagram.com/RachelWalsh,Club 3,Dummy Class ID
Hannah Macdonald,123071,test_password,Physics,Skiing,https://instagram.com/HannahMacdonald,Club 4,Dummy Class ID
John Hill,123072,test_password,Art,Writing,https://instagram.com/JohnHill,Club 1,Dummy Class ID
Brandon Lapointe,123073,test_password,Math,Skiing,https://instagram.com/BrandonLapointe,Club 1,Dummy Class ID
Emily Hamilton,123074,test_password,poliSci,Skiing,https://instagram.com/EmilyHamilton,Club 3,Dummy Class ID
Michael Van,123075,test_password,Design,Reading,https://instagram.com/MichaelVan,Club 2,Dummy Class ID
Catherine Young,123076,test_password,Physics,Writing,https://instagram.com/CatherineYoung,Club 3,Dummy Class ID
Hannah Graham,123077,test_password,Engineering,Drawing,https://instagram.com/HannahGraham,Club 3,Dummy Class ID
William Smith,123078,test_password,Physics,Skiing,https://instagram.com/WilliamSmith,Club 3,Dummy Class ID
vincent Russell,123079,test_password,Biology,Coding,https://instagram.com/vincentRussell,Club 1,Dummy Class ID
Amy Lavoie,123080,test_password,poliSci,Writing,https://instagram.com/AmyLavoie,Club 3,Dummy Class ID
Gabriel Cook,123081,test_password,Chemistry,Skiing,https://instagram.com/GabrielCook,Club 3,Dummy Class ID
Nicolas Jackson,123082,test_password,Math,Drawing,https://instagram.com/NicolasJackson,Club 3,Dummy Class ID
Michael Wood,123083,test_password,poliSci,Drawing,https://instagram.com/MichaelWood,Club 2,Dummy Class ID
Jade Chan,123084,test_password,Chemistry,Drawing,https://instagram.com/JadeChan,Club 4,Dummy Class ID
Gabriel Lapointe,123085,test_password,Physics,Painting,https://instagram.com/GabrielLapointe,Club 1,Dummy Class ID
Samuel Bergeron,123086,test_password,Biology,Coding,https://instagram.com/SamuelBergeron,Club 4,Dummy Class ID
Rachel Beaulieu,123087,test_password,Computer Science,Reading,https://instagram.com/RachelBeaulieu,Club 3,Dummy Class ID
Gabriel Baker,123088,test_password,Biology,Coding,https://instagram.com/GabrielBaker,Club 1,Dummy Class ID
Gabriel Johnston,123089,test_password,Art,Skiing,https://instagram.com/GabrielJohnston,Club 3,Dummy Class ID
Emma Hebert,123090,test_password,Math,Coding,https://instagram.com/EmmaHebert,Club 1,Dummy Class ID
Jordan Williams,123091,test_password,Design,Writing,https://instagram.com/JordanWilliams,Club 2,Dummy Class ID
Emma Bouchard,123092,test_password,Art,Coding,https://instagram.com/EmmaBouchard,Club 4,Dummy Class ID
Maude Adams,123093,test_password,Chemistry,Reading,https://instagram.com/MaudeAdams,Club 3,Dummy Class ID
Kayla Lewis,123094,test_password,English,Skiing,https://instagram.com/KaylaLewis,Club 4,Dummy Class ID
Michael Watson,123095,test_password,English,Reading,https://instagram.com/MichaelWatson,Club 3,Dummy Class ID
Maude Cloutier,123096,test_password,Biology,Drawing,https://instagram.com/MaudeCloutier,Club 1,Dummy Class ID
Audrey Fraser,123097,test_password,Engineering,Reading,https://instagram.com/AudreyFraser,Club 3,Dummy Class ID
Kevin Brown,123098,test_password,Design,Skiing,https://instagram.com/KevinBrown,Club 3,Dummy Class ID
David Bergeron,123099,test_password,Engineering,Skiing,https://instagram.com/DavidBergeron,Club 3,Dummy Class ID
John Taylor,123100,test_password,Physics,Skiing,https://instagram.com/JohnTaylor,Club 1,Dummy Class ID
David Wright,123101,test_password,Computer Science,Writing,https://instagram.com/DavidWright,Club 1,Dummy Class ID
Maude Moore,123102,test_password,Design,Painting,https://instagram.com/MaudeMoore,Club 3,Dummy Class ID
David Taylor,123103,test_password,Engineering,Gaming,https://instagram.com/DavidTaylor,Club 4,Dummy Class ID
Jordan Macdonald,123104,test_password,Art,Coding,https://instagram.com/JordanMacdonald,Club 3,Dummy Class ID
Etienne Johnston,123105,test_password,English,Painting,https://instagram.com/EtienneJohnston,Club 4,Dummy Class ID
Antoine Miller,123106,test_password,poliSci,Gaming,https://instagram.com/AntoineMiller,Club 3,Dummy Class ID
Etienne Adams,123107,test_password,Chemistry,Reading,https://instagram.com/EtienneAdams,Club 3,Dummy Class ID
Ryan Kelly,123108,test_password,Chemistry,Gaming,https://instagram.com/RyanKelly,Club 2,Dummy Class ID
Antoine Mcdonald,123109,test_password,poliSci,Reading,https://instagram.com/AntoineMcdonald,Club 1,Dummy Class ID
Nicolas Wong,123110,test_password,English,Gaming,https://instagram.com/NicolasWong,Club 2,Dummy Class ID
Alexandre Graham,123111,test_password,Computer Science,Drawing,https://instagram.com/AlexandreGraham,Club 4,Dummy Class ID
Laurence Lavoie,123112,test_password,Computer Science,Drawing,https://instagram.com/LaurenceLavoie,Club 4,Dummy Class ID
Ryan Anderson,123113,test_password,Math,Skiing,https://instagram.com/RyanAnderson,Club 2,Dummy Class ID
Emily Poirier,123114,test_password,Art,Reading,https://instagram.com/EmilyPoirier,Club 3,Dummy Class ID
Kevin Bennett,123115,test_password,Chemistry,Writing,https://instagram.com/KevinBennett,Club 4,Dummy Class ID
Gabriel Davis,123116,test_password,Design,Gaming,https://instagram.com/GabrielDavis,Club 1,Dummy Class ID
Samantha Allen,123117,test_password,Chemistry,Skiing,https://instagram.com/SamanthaAllen,Club 3,Dummy Class ID
Jessica Jackson,123118,test_password,Art,Drawing,https://instagram.com/JessicaJackson,Club 2,Dummy Class ID
Adam Mitchell,123119,test_password,Engineering,Painting,https://instagram.com/AdamMitchell,Club 4,Dummy Class ID
Alex Thomas,123120,test_password,Computer Science,Reading,https://instagram.com/AlexThomas,Club 1,Dummy Class ID
Amy Scott,123121,test_password,poliSci,Reading,https://instagram.com/AmyScott,Club 4,Dummy Class ID
Brandon Morin,123122,test_password,Engineering,Gaming,https://instagram.com/BrandonMorin,Club 1,Dummy Class ID
Rachel Macdonald,123123,test_password,Physics,Writing,https://instagram.com/RachelMacdonald,Club 2,Dummy Class ID
Vanessa Hill,123124,test_password,Computer Science,Drawing,https://instagram.com/VanessaHill,Club 2,Dummy Class ID
Ben Dube,123125,test_password,Computer Science,Writing,https://instagram.com/BenDube,Club 2,Dummy Class ID
Emma Allen,123126,test_password,Design,Writing,https://instagram.com/EmmaAllen,Club 4,Dummy Class ID
Megan Green,123127,test_password,Computer Science,Painting,https://instagram.com/MeganGreen,Club 4,Dummy Class ID
Simon Kennedy,123128,test_password,Engineering,Reading,https://instagram.com/SimonKennedy,Club 4,Dummy Class ID
Megan Roberts,123129,test_password,Math,Skiing,https://instagram.com/MeganRoberts,Club 3,Dummy Class ID
Alexandre Stewart,123130,test_password,Physics,Reading,https://instagram.com/AlexandreStewart,Club 2,Dummy Class ID
Madison Clark,123131,test_password,Biology,Reading,https://instagram.com/MadisonClark,Club 1,Dummy Class ID
Hannah Gagnon,123132,test_password,Chemistry,Painting,https://instagram.com/HannahGagnon,Club 4,Dummy Class ID
Jessica Moore,123133,test_password,Art,Painting,https://instagram.com/JessicaMoore,Club 3,Dummy Class ID
Kayla Leblanc,123134,test_password,Chemistry,Reading,https://instagram.com/KaylaLeblanc,Club 3,Dummy Class ID
David Baker,123135,test_password,Computer Science,Painting,https://instagram.com/DavidBaker,Club 1,Dummy Class ID
Laurence Girard,123136,test_password,Computer Science,Skiing,https://instagram.com/LaurenceGirard,Club 1,Dummy Class ID
Nicolas Brown,123137,test_password,English,Painting,https://instagram.com/NicolasBrown,Club 3,Dummy Class ID
Etienne Williams,123138,test_password,Design,Gaming,https://instagram.com/EtienneWilliams,Club 4,Dummy Class ID
Hannah Young,123139,test_password,Chemistry,Coding,https://instagram.com/HannahYoung,Club 4,Dummy Class ID
Ethan Thomas,123140,test_password,Engineering,Drawing,https://instagram.com/EthanThomas,Club 3,Dummy Class ID
David Lavoie,123141,test_password,Biology,Skiing,https://instagram.com/DavidLavoie,Club 3,Dummy Class ID
Samantha Macdonald,123142,test_password,Design,Drawing,https://instagram.com/SamanthaMacdonald,Club 2,Dummy Class ID
Simon Johnston,123143,test_password,Art,Painting,https://instagram.com/SimonJohnston,Club 4,Dummy Class ID
Simon Lee,123144,test_password,English,Gaming,https://instagram.com/SimonLee,Club 1,Dummy Class ID
Emily Gagnon,123145,test_password,Math,Reading,https://instagram.com/EmilyGagnon,Club 2,Dummy Class ID
William Young,123146,test_password,Engineering,Writing,https://instagram.com/WilliamYoung,Club 4,Dummy Class ID
Sarah Robinson,123147,test_password,Design,Skiing,https://instagram.com/SarahRobinson,Club 4,Dummy Class ID
Alex Landry,123148,test_password,English,Coding,https://instagram.com/AlexLandry,Club 2,Dummy Class ID
Brandon Evans,123149,test_password,Biology,Writing,https://instagram.com/BrandonEvans,Club 4,Dummy Class ID
Jordan Girard,123150,test_password,Physics,Gaming,https://instagram.com/JordanGirard,Club 4,Dummy Class ID
Etienne Kelly,123151,test_password,Physics,Skiing,https://instagram.com/EtienneKelly,Club 3,Dummy Class ID
Megan Dube,123152,test_password,Design,Gaming,https://instagram.com/MeganDube,Club 3,Dummy Class ID
Marie Smith,123153,test_password,English,Coding,https://instagram.com/MarieSmith,Club 4,Dummy Class ID
Ethan Beaulieu,123154,test_password,Engineering,Writing,https://instagram.com/EthanBeaulieu,Club 1,Dummy Class ID
Ben Adams,123155,test_password,Chemistry,Drawing,https://instagram.com/BenAdams,Club 2,Dummy Class ID
Audrey Robertson,123156,test_password,Physics,Painting,https://instagram.com/AudreyRobertson,Club 4,Dummy Class ID
Samuel Cameron,123157,test_password,Physics,Writing,https://instagram.com/SamuelCameron,Club 2,Dummy Class ID
Hannah Belanger,123158,test_password,Chemistry,Skiing,https://instagram.com/HannahBelanger,Club 4,Dummy Class ID
Alexandre Thompson,123159,test_password,poliSci,Coding,https://instagram.com/AlexandreThompson,Club 4,Dummy Class ID
Etienne Williams,123160,test_password,Math,Drawing,https://instagram.com/EtienneWilliams,Club 2,Dummy Class ID
Sarah Lavoie,123161,test_password,English,Painting,https://instagram.com/SarahLavoie,Club 4,Dummy Class ID
Megan Hebert,123162,test_password,poliSci,Gaming,https://instagram.com/MeganHebert,Club 4,Dummy Class ID
Emma Fraser,123163,test_password,Engineering,Writing,https://instagram.com/EmmaFraser,Club 3,Dummy Class ID
Nicolas Hall,123164,test_password,Design,Drawing,https://instagram.com/NicolasHall,Club 1,Dummy Class ID
Megan Kelly,123165,test_password,Biology,Coding,https://instagram.com/MeganKelly,Club 2,Dummy Class ID
Jessica Russell,123166,test_password,Computer Science,Coding,https://instagram.com/JessicaRussell,Club 1,Dummy Class ID
Jordan Fournier,123167,test_password,Engineering,Drawing,https://instagram.com/JordanFournier,Club 1,Dummy Class ID
Samantha Bennett,123168,test_password,Math,Coding,https://instagram.com/SamanthaBennett,Club 3,Dummy Class ID
Madison Lapointe,123169,test_password,Engineering,Skiing,https://instagram.com/MadisonLapointe,Club 4,Dummy Class ID
Madison Reid,123170,test_password,Design,Painting,https://instagram.com/MadisonReid,Club 1,Dummy Class ID
Samuel Lavoie,123171,test_password,English,Coding,https://instagram.com/SamuelLavoie,Club 4,Dummy Class ID
John Walsh,123172,test_password,Physics,Painting,https://instagram.com/JohnWalsh,Club 4,Dummy Class ID
vincent Watson,123173,test_password,Design,Coding,https://instagram.com/vincentWatson,Club 4,Dummy Class ID
Emily Leblanc,123174,test_password,Design,Coding,https://instagram.com/EmilyLeblanc,Club 3,Dummy Class ID
Taylor Hill,123175,test_password,poliSci,Writing,https://instagram.com/TaylorHill,Club 3,Dummy Class ID
William Caron,123176,test_password,Art,Gaming,https://instagram.com/WilliamCaron,Club 2,Dummy Class ID
Gabrielle Simard,123177,test_password,poliSci,Painting,https://instagram.com/GabrielleSimard,Club 1,Dummy Class ID
Ashley Young,123178,test_password,Design,Drawing,https://instagram.com/AshleyYoung,Club 4,Dummy Class ID
Amy Thompson,123179,test_password,Art,Skiing,https://instagram.com/AmyThompson,Club 4,Dummy Class ID
Vanessa Moore,123180,test_password,Computer Science,Drawing,https://instagram.com/VanessaMoore,Club 2,Dummy Class ID
Audrey Singh,123181,test_password,Biology,Skiing,https://instagram.com/AudreySingh,Club 3,Dummy Class ID
Samantha Hebert,123182,test_password,Design,Drawing,https://instagram.com/SamanthaHebert,Club 4,Dummy Class ID
Emily Hamilton,123183,test_password,Engineering,Reading,https://instagram.com/EmilyHamilton,Club 1,Dummy Class ID
Ethan Lavoie,123184,test_password,Physics,Coding,https://instagram.com/EthanLavoie,Club 2,Dummy Class ID
Alexandre Ross,123185,test_password,Design,Coding,https://instagram.com/AlexandreRoss,Club 2,Dummy Class ID
Ethan Hall,123186,test_password,English,Writing,https://instagram.com/EthanHall,Club 1,Dummy Class ID
Jessica Kelly,123187,test_password,Physics,Gaming,https://instagram.com/JessicaKelly,Club 3,Dummy Class ID
Jade Wright,123188,test_password,Engineering,Drawing,https://instagram.com/JadeWright,Club 4,Dummy Class ID
Eric Robertson,123189,test_password,Art,Writing,https://instagram.com/EricRobertson,Club 4,Dummy Class ID
Simon White,123190,test_password,Physics,Reading,https://instagram.com/SimonWhite,Club 3,Dummy Class ID
Catherine Cameron,123191,test_password,English,Drawing,https://instagram.com/CatherineCameron,Club 4,Dummy Class ID
Jessica Roy,123192,test_password,Computer Science,Painting,https://instagram.com/JessicaRoy,Club 2,Dummy Class ID
Kevin Walsh,123193,test_password,Art,Skiing,https://instagram.com/KevinWalsh,Club 1,Dummy Class ID
Jessica Mitchell,123194,test_password,English,Coding,https://instagram.com/JessicaMitchell,Club 2,Dummy Class ID
Samantha Thomas,123195,test_password,Computer Science,Skiing,https://instagram.com/SamanthaThomas,Club 4,Dummy Class ID
Charles Bouchard,123196,test_password,Biology,Coding,https://instagram.com/CharlesBouchard,Club 4,Dummy Class ID
Julia Davis,123197,test_password,Math,Gaming,https://instagram.com/JuliaDavis,Club 4,Dummy Class ID
Taylor Roberts,123198,test_password,Math,Writing,https://instagram.com/TaylorRoberts,Club 4,Dummy Class ID
Kayla Campbell,123199,test_password,Physics,Coding,https://instagram.com/KaylaCampbell,Club 2,Dummy Class ID
Kevin Davis,123200,test_password,Math,Painting,https://instagram.com/KevinDavis,Club 1,Dummy Class ID
Samantha Walker,123201,test_password,Chemistry,Reading,https://instagram.com/SamanthaWalker,Club 2,Dummy Class ID
Kevin Pelletier,123202,test_password,Computer Science,Drawing,https://instagram.com/KevinPelletier,Club 3,Dummy Class ID
Samantha Smith,123203,test_password,Computer Science,Writing,https://instagram.com/SamanthaSmith,Club 3,Dummy Class ID
Samantha Pelletier,123204,test_password,Chemistry,Coding,https://instagram.com/SamanthaPelletier,Club 2,Dummy Class ID
Ethan Pelletier,123205,test_password,Biology,Drawing,https://instagram.com/EthanPelletier,Club 3,Dummy Class ID
Antoine Evans,123206,test_password,Physics,Reading,https://instagram.com/AntoineEvans,Club 3,Dummy Class ID
Amy Cote,123207,test_password,English,Drawing,https://instagram.com/AmyCote,Club 3,Dummy Class ID
Michael Landry,123208,test_password,Art,Painting,https://instagram.com/MichaelLandry,Club 3,Dummy Class ID
Jade Landry,123209,test_password,Design,Coding,https://instagram.com/JadeLandry,Club 1,Dummy Class ID
Ben Hill,123210,test_password,Design,Gaming,https://instagram.com/BenHill,Club 2,Dummy Class ID
Vanessa Wilson,123211,test_password,Physics,Drawing,https://instagram.com/VanessaWilson,Club 3,Dummy Class ID
Kayla Cloutier,123212,test_password,Math,Coding,https://instagram.com/KaylaCloutier,Club 2,Dummy Class ID
Antoine Campbell,123213,test_password,Art,Coding,https://instagram.com/AntoineCampbell,Club 1,Dummy Class ID
Camille Girard,123214,test_password,Computer Science,Skiing,https://instagram.com/CamilleGirard,Club 3,Dummy Class ID
Etienne Beaulieu,123215,test_password,Engineering,Gaming,https://instagram.com/EtienneBeaulieu,Club 4,Dummy Class ID
Samantha Davis,123216,test_password,Physics,Painting,https://instagram.com/SamanthaDavis,Club 1,Dummy Class ID
William Brown,123217,test_password,Biology,Skiing,https://instagram.com/WilliamBrown,Club 4,Dummy Class ID
Ethan Wilson,123218,test_password,Biology,Writing,https://instagram.com/EthanWilson,Club 3,Dummy Class ID
John Cook,123219,test_password,Physics,Reading,https://instagram.com/JohnCook,Club 4,Dummy Class ID
Marie Mitchell,123220,test_password,Math,Gaming,https://instagram.com/MarieMitchell,Club 3,Dummy Class ID
Kayla Belanger,123221,test_password,Chemistry,Coding,https://instagram.com/KaylaBelanger,Club 2,Dummy Class ID
Ethan Nadeau,123222,test_password,Math,Reading,https://instagram.com/EthanNadeau,Club 3,Dummy Class ID
Charles Clark,123223,test_password,Chemistry,Writing,https://instagram.com/CharlesClark,Club 3,Dummy Class ID
Kayla Adams,123224,test_password,Physics,Gaming,https://instagram.com/KaylaAdams,Club 3,Dummy Class ID
Gabriel Richard,123225,test_password,English,Drawing,https://instagram.com/GabrielRichard,Club 3,Dummy Class ID
Emma Fournier,123226,test_password,Physics,Coding,https://instagram.com/EmmaFournier,Club 4,Dummy Class ID
Brandon Johnston,123227,test_password,Chemistry,Gaming,https://instagram.com/BrandonJohnston,Club 3,Dummy Class ID
Nathan Wong,123228,test_password,Engineering,Gaming,https://instagram.com/NathanWong,Club 3,Dummy Class ID
Emma Hamilton,123229,test_password,Physics,Writing,https://instagram.com/EmmaHamilton,Club 4,Dummy Class ID
Ethan Jackson,123230,test_password,Biology,Gaming,https://instagram.com/EthanJackson,Club 4,Dummy Class ID
Simon Walker,123231,test_password,Chemistry,Drawing,https://instagram.com/SimonWalker,Club 3,Dummy Class ID
Eric Davis,123232,test_password,Design,Gaming,https://instagram.com/EricDavis,Club 2,Dummy Class ID
Kayla Moore,123233,test_password,Art,Painting,https://instagram.com/KaylaMoore,Club 1,Dummy Class ID
Rachel Evans,123234,test_password,Chemistry,Painting,https://instagram.com/RachelEvans,Club 2,Dummy Class ID
Emma Lee,123235,test_password,poliSci,Reading,https://instagram.com/EmmaLee,Club 1,Dummy Class ID
Jessica Martin,123236,test_password,Physics,Painting,https://instagram.com/JessicaMartin,Club 4,Dummy Class ID
Ben Tremblay,123237,test_password,Engineering,Drawing,https://instagram.com/BenTremblay,Club 1,Dummy Class ID
John Evans,123238,test_password,Math,Skiing,https://instagram.com/JohnEvans,Club 3,Dummy Class ID
Nicolas Gagnon,123239,test_password,English,Drawing,https://instagram.com/NicolasGagnon,Club 2,Dummy Class ID
Madison Nadeau,123240,test_password,Engineering,Gaming,https://instagram.com/MadisonNadeau,Club 2,Dummy Class ID
Alex Evans,123241,test_password,Biology,Writing,https://instagram.com/AlexEvans,Club 4,Dummy Class ID
Jessica Landry,123242,test_password,poliSci,Drawing,https://instagram.com/JessicaLandry,Club 2,Dummy Class ID
Ashley Cloutier,123243,test_password,Biology,Gaming,https://instagram.com/AshleyCloutier,Club 3,Dummy Class ID
Ethan Gagnon,123244,test_password,Biology,Drawing,https://instagram.com/EthanGagnon,Club 3,Dummy Class ID
William Thompson,123245,test_password,English,Writing,https://instagram.com/WilliamThompson,Club 4,Dummy Class ID
Ashley Mitchell,123246,test_password,Design,Skiing,https://instagram.com/AshleyMitchell,Club 2,Dummy Class ID
Michael Campbell,123247,test_password,Art,Painting,https://instagram.com/MichaelCampbell,Club 4,Dummy Class ID
Michael Grant,123248,test_password,English,Reading,https://instagram.com/MichaelGrant,Club 4,Dummy Class ID
Emily Graham,123249,test_password,Engineering,Skiing,https://instagram.com/EmilyGraham,Club 2,Dummy Class ID
Antoine Martin,123250,test_password,Engineering,Gaming,https://instagram.com/AntoineMartin,Club 4,Dummy Class ID
Marie Fournier,123251,test_password,Art,Skiing,https://instagram.com/MarieFournier,Club 2,Dummy Class ID
Laurence Brown,123252,test_password,Engineering,Writing,https://instagram.com/LaurenceBrown,Club 2,Dummy Class ID
Taylor Wright,123253,test_password,Chemistry,Drawing,https://instagram.com/TaylorWright,Club 2,Dummy Class ID
Alex Jackson,123254,test_password,Engineering,Reading,https://instagram.com/AlexJackson,Club 3,Dummy Class ID
Camille Allen,123255,test_password,Design,Gaming,https://instagram.com/CamilleAllen,Club 2,Dummy Class ID
Nicolas Nadeau,123256,test_password,Math,Drawing,https://instagram.com/NicolasNadeau,Club 2,Dummy Class ID
John Caron,123257,test_password,Biology,Skiing,https://instagram.com/JohnCaron,Club 2,Dummy Class ID
Ashley Robertson,123258,test_password,Math,Coding,https://instagram.com/AshleyRobertson,Club 4,Dummy Class ID
Samantha Stewart,123259,test_password,poliSci,Skiing,https://instagram.com/SamanthaStewart,Club 4,Dummy Class ID
